id,abb,info,geb,tod,sex,gebOrt,todOrt
13183,NULL,Arco; Karl (1520–1554),1520,1554,m,Arco in Tirol,
13184,NULL,Arco; Andreas (1434–1507),1434,1507,m,Arco in Tirol,Arco in Tirol
13185,NULL,Arco; Anton (1470–1527),1470,1527,m,,
13186,NULL,Arco; Siegmund (1500–1568),1500,1568,m,,
13187,NULL,Arco; Gerhard (1540–1579),1540,1579,m,,Arco in Tirol
13188,NULL,Arco; Siegmund (1570–1620); Kämmerer,1570,1620,m,,
13189,NULL,Arco; Franz Leopold (1619–1704),1619,1704,m,Arco in Tirol,
13191,NULL,Schrattenbach; Pankraz (1510–1559),1510,1559,m,,
13192,S,Schrattenbach; Maximilian (1537–1611); Obersthofmeister,1537,1611,m,,Graz:Jesuitenkirche
13193,S,Schrattenbach; Balthasar (1547–1618); Oberstkämmerer,1547,1618,m,,Graz
13194,NULL,Schrattenbach; Johann Siegmund (1570–    ); Kämmerer,1570,,m,,
13195,NULL,Schrattenbach; Felix (1570–1624); Hofkriegsrat,1570,1624,m,,
13196,NULL,Schrattenbach; Karl (1572–1612); Kämmerer,1572,1612,m,,Graz
13197,NULL,Schrattenbach; Gottfried (1575–1641); Kämmerer,1575,1641,m,,Friesach in Kärnten
13198,NULL,Schrattenbach; Johann Friedrich (1605–1657); Kämmerer,1605,1657,m,Heggenberg in Krain,Egg in der Krain
13199,NULL,Schrattenbach; Helena (1587–1623),1587,1623,w,,
13200,M,Habsburg; Albrecht I. (1255–1308); König des Heiligen Römischen Reiches,1255,1308,m,Rheinfelden im Aargau,Königsfelden im Aargau
13201,NULL,Salamanca; Ferdinand (1525–1570),1525,1570,m,Ortenburg in Kärnten,
13202,NULL,Salamanca; Johann Baptist (1556–1601); Landeshauptmann von Kärnten,1556,1601,m,Ortenburg in Kärnten,
13204,P,Álvarez de Toledo; Peter (1484–1553),1484,1553,m,Alba de Tormes,Florenz
13205,NULL,Álvarez de Toledo; Bernhard (1514–1577),1514,1577,m,Villafranca del Bierzo,Neapel
13206,NULL,Cardenas; Alfons (1520–1564),1520,1564,m,Neapel,
13207,NULL,Cardenas; Karl (1560–1635),1560,1635,m,Laino Bruzio,
13208,NULL,Cardenas; Alfons (1590–1664),1590,1664,m,Laino Bruzio,Acerra
13209,NULL,Cardenas; Ferdinand (1600–    ); Kämmerer,1600,,m,Laino Bruzio,
13210,NULL,Stubenberg; Wolfgang (1495–1566),1495,1566,m,,
13211,P,Stubenberg; Wolfgang (1525–1597); Oberstkämmerer,1525,1597,m,,Graz
13212,S,Stubenberg; Georg (1560–1630); Kämmerer,1560,1630,m,Kapfenberg,Regensburg
13213,NULL,Stubenberg; Johann (1530–1572),1530,1572,m,,
13214,NULL,Stubenberg; Georg Hartmann (1565–1608),1565,1608,m,,
13215,NULL,Stubenberg; Georg (1598–1639); Kämmerer,1598,1639,m,Graz,
13216,NULL,Stubenberg; Georg (1632–1703); Landeshauptmann der Steiermark,1632,1703,m,Graz,Graz
13217,NULL,Stubenberg; Otto (1637–1675); Kämmerer,1637,1675,m,Graz,
13218,NULL,Stubenberg; Franz (1645–1713); Landeshauptmann von Görz,1645,1713,m,Graz,Graz
13219,NULL,Stubenberg; Leopold (1673–1708),1673,1708,m,Graz,Graz
13220,P,Zähringen; Christoph (1453–1527),1453,1527,m,Baden in Baden,Baden in Baden
13221,NULL,Zähringen; Bernhard (    –    ),,,m,,
13222,P,Zähringen; Williprecht (1536–1569); Markgraf von Baden,1536,1569,m,Baden in Baden,Moncontour im Poitou
13223,NULL,Zähringen; Christoph (    –    ),,,m,,
13224,NULL,Zähringen; Edward Fortunat (    –    ),,,m,,
13225,P,Zähringen; Ernst (1482–1553),1482,1553,m,Pforzheim,Sulzburg im Breisgau
13226,NULL,Zähringen; Karl (1529–1577),1529,1577,m,,
13227,S,Zähringen; Jakob (1562–1590); Landesherr von Hachberg,1562,1590,m,Pforzheim,Emmendingen
13228,NULL,Ibarra; Christoph (1550–1634); Kämmerer,1550,1634,m,,
13229,NULL,Hoyos; Adam (1587–1640); Kämmerer,1587,1640,m,,Wien:Minoritenkirche
13230,S,Zähringen; Wilhelm (1593–1677); Markgraf von Baden,1593,1677,m,Baden in Baden,Baden in Baden
13231,S,Zähringen; Hermann (1628–1691); Prinzipalkommissar,1628,1691,m,Baden in Baden,Regensburg
13232,P,Zähringen; Ferdinand Maximilian (1625–1669),1625,1669,m,Baden in Baden,Heidelberg
13233,P,Zähringen; Ludwig Wilhelm (1655–1707); Markgraf von Baden,1655,1707,m,Paris,Rastatt
13234,S,Savoyen; Thomas (1595–1656),1595,1656,m,Torino,Torino
13235,S,Savoyen; Moritz (1635–1673),1635,1673,m,Chambéry,Unna in Westfalen
13236,S,Savoyen; Ludwika Christina (1627–1689),1627,1689,w,Paris,Paris
13237,S,Savoyen; Karl Emanuel (1562–1630); Herzog von Savoyen,1562,1630,m,Rivoli,Savigliano
13238,S,Savoyen; Viktor Gottlieb (1587–1637); Herzog von Savoyen,1587,1637,m,Torino,Vercelli:Dom
13239,S,Savoyen; Adelheid (1636–1676),1636,1676,w,Torino,München:Theatinerkirche
13240,NULL,Gersdorff; Philipp (1560–    ); Kämmerer,1560,,m,,
13241,NULL,Gersdorff; Johann (1510–1573),1510,1573,m,Seichau,
13242,NULL,Gersdorff; Siegmund (1560–    ),1560,,m,,
13243,NULL,Gersdorff; Christoph (1585–1623),1585,1623,m,Schwarzau in Niederschlesien,
13244,NULL,Gersdorff; Rudolf (1590–1629),1590,1629,m,Schwarzau in Niederschlesien,Breslau
13245,NULL,Gersdorff; Maximilian (1604–1664),1604,1664,m,Schwarzau in Niederschlesien,Glogau in Niederschlesien
13246,NULL,Gersdorff; Adam (1547–1615),1547,1615,m,,
13247,NULL,Pötting; Urban (1567–1648); Kämmerer,1567,1648,m,,Passau
13249,NULL,Pötting; Georg (1578–    ); Kämmerer,1578,,m,,
13250,S,Pötting; Sebastian (1628–1689); Bischof von Passau,1628,1689,m,Raipoltenbach,Passau
13251,NULL,Pötting; Sebastian (1542–1592),1542,1592,m,,
13252,NULL,Pötting; Friedrich (1577–1642),1577,1642,m,,
13253,S,Pötting; Franz Euseb (1627–1678); Geheimer Rat,1627,1678,m,,
13254,NULL,Pötting; Ortlieb (1575–1654); Kämmerer,1575,1654,m,Raipoltenbach,Passau
13255,NULL,Pötting; Johann Sebastian (1626–1697); Kämmerer,1626,1697,m,,Rabenstein an der Schnella
13256,NULL,Pötting; Wolfgang Sebastian (1629–1709); Großprior des Malteserordens in Böhmen,1629,1709,m,,Prag
13257,S,Schaffgotsch; Christoph Leopold (1623–1703); Landeshauptmann von Schweidnitz und Jauer,1623,1703,m,Trachenberg in Schlesien,Breslau
13258,S,Myslik von Hirschau; Siegmund (1606–1666); Hofkriegsrat,1606,1666,m,Prag,Prag
13259,NULL,Althan; Christoph (1529–1589); Hofkammerpräsident,1529,1589,m,Heitzing im Haspelwald,Wien
13260,NULL,Althan; Quintin (1577–1634),1577,1634,m,Murstetten,
13261,NULL,Althan; Anna Maximiliana (1600–1665),1600,1665,w,,
13262,NULL,Althan; Wolfgang (1487–1550),1487,1550,m,Altheim an der Egau,Heitzing im Haspelwald
13263,S,Stotzingen; Ruprecht (1542–1600); Statthalter von Niederösterreich,1542,1600,m,Altenberg in Nordschwaben,Wimpassing an der Leitha
13264,NULL,Teufel von Guntersdorf; Elisabeth (1548–1636),1548,1636,w,Graz,Murstetten
13265,NULL,Teufel von Guntersdorf; Michael (1557–1590); Kämmerer,1557,1590,m,Graz,Thunau am Kamp:Pfarrkirche
13266,S,Teufel von Guntersdorf; Georg (1582–1642); Statthalter von Niederösterreich,1582,1642,m,Eckartsau im Marchfeld,Wien:Franziskanerkirche
13267,S,Teufel von Guntersdorf; Otto (1589–1673); Oberstfalkenmeister,1589,1673,m,Eckartsau im Marchfeld,
13268,S,Teufel von Guntersdorf; Wolfgang Matthias (1595–1634),1595,1634,m,Guntersdorf im Weinviertel,
13269,S,Teufel von Guntersdorf; Andreas (1522–1592); Oberststallmeister,1522,1592,m,,Guntersdorf im Weinviertel
13270,NULL,Helfenstein; Anna (1490–1527),1490,1527,w,,Amberg in Feldkirch
13271,NULL,Habsburg; Dorothea (1516–    ),1516,,w,Amberg in Feldkirch,
13272,NULL,Hausner von Stepperg; Margarita (1490–    ),1490,,w,Stepperg an der Donau,
13273,NULL,Askanien; Maria Benigna (1635–1701),1635,1701,w,Regensburg,Wien
13274,NULL,Askanien; Hedwig Maria (1597–1644),1597,1644,w,Lauenburg an der Elbe,
13275,P,Askanien; Sibylla Augusta (1675–1733); Markgräfin von Baden,1675,1733,w,Ratzeburg,Ettlingen im Schwarzwald
13276,NULL,Herberstein; Katharina (1570–1620),1570,1620,w,,Kindberg im Mürztal
13277,NULL,Herberstein; Elisabeth (1415–1460),1415,1460,w,,
13278,NULL,Fürstenberg; Konstantia (1577–1620),1577,1620,w,Heiligenberg im Linzgau,
13279,P,Fürstenberg; Eleonora (1578–1651),1578,1651,w,Heiligenberg im Linzgau,
13280,NULL,Sternberg; Eleonora (1656–1706),1656,1706,w,,
13281,NULL,Arco; Olivia (1550–1607),1550,1607,w,Arco in Tirol,
13282,NULL,Harant von Polschitz; Magdalena (1565–    ),1565,,w,,
13283,NULL,Sternberg; Katharina (1595–    ),1595,,w,,
13284,NULL,Marschall von Pappenheim; Susanna (1620–    ),1620,,w,,
13285,NULL,Gallas; Maria Viktoria (1639–1687),1639,1687,w,,
13286,NULL,Zinzendorf; Maximiliana (1610–1642),1610,1642,w,Karlsbach im Mühlkreis,Wocking
13287,P,Dersffy von Zerdahely; Ursula (1583–1619),1583,1619,w,,Sohl an der Gran
13288,NULL,Dersffy von Zerdahely; Maria (1599–1641),1599,1641,w,,
13289,NULL,Przichowitz; Ludmila (1579–1632),1579,1632,w,,Hof an der Regnitz
13290,NULL,Rohrbach; Anna Maria (1580–1629); Obersthofmeisterin,1580,1629,w,,Wien
13291,NULL,Formentini; Karl (1583–1623); Kämmerer,1583,1623,m,Görz,
13292,NULL,Formentini; Elisabeth (1610–    ),1610,,w,Tolmein,
13293,P,Formentini; Aurora (1609–1653),1609,1653,w,Tolmein,Wien
13294,NULL,Zehentner von Zehentgrub; Katharina (1616–1694),1616,1694,w,Graz,Wien
13295,NULL,Porcia; Julia (1585–1650); Obersthofmeisterin,1585,1650,w,,
13296,M,Leuchtenberg; Wilhelm (1586–1634); Mundschenk,1586,1634,m,Pfreimd,Ingolstadt
13297,S,Formentini; Franz (1537–1595); Kämmerer,1537,1595,m,Görz,Gradisch an der Isnitz
13298,NULL,Formentini; Ludwig (1604–1650); Kämmerer,1604,1650,m,Tolmein,
13299,P,Gail; Andreas (1526–1587); Reichshofrat,1526,1587,m,Köln am Rhein,Köln am Rhein
13300,P,Habsburg; Eleonora (1498–1558); Königin von Frankreich,1498,1558,w,Löwen in Brabant,Talavera de la Reina
13301,P,Wittelsbach; Georg (1510–1596); Freiherr von Hegnenberg,1510,1596,m,Stepperg an der Donau,Ingolstadt
13302,NULL,Malaspina; Johann Christoph (1590–1643); Kämmerer,1590,1643,m,Mulazzo,
13303,NULL,Malaspina; Hippolyt (1646–1710),1646,1710,m,,Rassing an der Perschling
13304,NULL,Malaspina; Franz Wilhelm (1565–    ); Mundschenk,1565,,m,Tresana,
13305,NULL,Arco; Anton (1535–1609); Stäbelmeister,1535,1609,m,,
13306,NULL,Arco; Johann Baptist (1650–1715),1650,1715,m,,München
13307,NULL,Nogarola; Hieronym (1460–1527),1460,1527,m,Verona,
13308,NULL,Nogarola; Leonhard (1500–1546); Kämmerer,1500,1546,m,Verona,Triest
13309,NULL,Nogarola; Georg (1535–1609); Landeshauptmann von Kärnten,1535,1609,m,,Ehrenfels im Lavanttal
13310,P,Nogarola; Ferdinand (1540–1590); Kämmerer,1540,1590,m,,Spaur auf dem Nonsberg
13311,S,Nogarola; Ferdinand (1585–1627); Kämmerer,1585,1627,m,Spaur auf dem Nonsberg,Prag
13312,NULL,Nogarola; Polyxena (1625–    ),1625,,w,Prag,
13313,NULL,Nogarola; Elisabeth (1627–1691),1627,1691,w,Prag,Brünn in Mähren
13315,NULL,Mignanelli; Kurt (1590–    ); Kämmerer,1590,,m,Rom,
13316,NULL,Strasoldo; Richard (1500–    ),1500,,m,Cervignano del Friuli,
13317,NULL,Borromeo; Johann Baptist (1530–1577),1530,1577,m,Arona am Lago Maggiore,
13318,NULL,Fabriani; Albrecht Ludemar (1600–1644); Kämmerer,1600,1644,m,Neuburg an der Donau,Schweinspoint
13319,NULL,Caracciolo; Thomas (1572–1631); Kämmerer,1572,1631,m,Neapel,Neapel
13320,NULL,Caffarelli; Alexander (1560–    ),1560,,m,Rom,
13321,S,Caffarelli; Prosper (1592–1659),1592,1659,m,Rom,Rom
13322,NULL,Caffarelli; Franz (1595–1631); Kämmerer,1595,1631,m,Rom,Breitenfeld im Lindenthal
13323,NULL,Caffarelli; Peter (1600–    ); Kämmerer,1600,,m,Rom,
13324,NULL,Mattei; Ludwig (1609–1665); Kämmerer,1609,1665,m,Rom,Rom
13325,NULL,Ricasoli; Benedikt (1560–    ),1560,,m,Florenz,
13326,NULL,Ricasoli; Oktavian (1595–    ),1595,,m,Florenz,
13327,NULL,Ricasoli; Benedikt (1590–1627); Kämmerer,1590,1627,m,Florenz,Wolfenbüttel
13328,NULL,Ungnad von Weissenwolff; Johann (1465–1521),1465,1521,m,Sonnegg im Jauntal,Griffen
13329,NULL,Spinelli; Karl (1580–1633); Kämmerer,1580,1633,m,Neapel,San Giorgio del Sannio
13330,M,Medici; Kosmas (1519–1574); Großherzog der Toskana,1519,1574,m,Florenz,Florenz
13331,P,Medici; Peter (1554–1604),1554,1604,m,Florenz,Madrid
13332,S,Medici; Peter (1592–1654); Kämmerer,1592,1654,m,Madrid,Florenz
13333,P,Medici; Ferdinand (1549–1609); Großherzog der Toskana,1549,1609,m,Florenz,Florenz
13334,S,Medici; Lorenz (1599–1648); Kämmerer,1599,1648,m,Florenz,Florenz
13335,M,Medici; Kosmas (1590–1621); Großherzog der Toskana,1590,1621,m,Florenz,Florenz
13336,P,Medici; Ferdinand (1610–1670); Großherzog der Toskana,1610,1670,m,Florenz,Florenz
13337,P,Medici; Anna (1616–1676),1616,1676,w,Florenz,Wien
13338,P,Medici; Klaudia (1604–1648); Landesregentin von Tirol,1604,1648,w,Florenz,Innsbruck:Jesuitenkirche
13339,P,Habsburg; Elisabeth Klara (1629–1685); Landesregentin von Mantua,1629,1685,w,Innsbruck,Mantova
13340,P,Habsburg; Maria Leopoldina (1632–1649); Kaiserin des Heiligen Römischen Reiches,1632,1649,w,Innsbruck,Wien:Kapuzinergruft
13341,P,Bentivoglio; Kornel (1520–1585),1520,1585,m,Ferrara,Ferrara
13342,NULL,Frangipane di Veglia; Johann (1330–1393); Ban von Kroatien,1330,1393,m,Veglia,Zengg:Franziskanerkirche
13343,NULL,Frangipane di Veglia; Bartlome (1416–1474),1416,1474,m,Zengg,Tersat am Flaum:Franziskanerkirche
13344,NULL,Frangipane di Veglia; Johann (1458–1521),1458,1521,m,Tersat am Flaum,
13345,NULL,Frangipane di Veglia; Christoph (1490–1530),1490,1530,m,Tersat am Flaum,
13346,NULL,Frangipane di Veglia; Niklas (1520–1577),1520,1577,m,Tersat am Flaum,Wasseil
13347,NULL,Frangipane di Veglia; Kaspar (1550–1588),1550,1588,m,Tersat am Flaum,
13348,NULL,Frangipane di Veglia; Niklas (1584–1647); Ban von Kroatien,1584,1647,m,Tersat am Flaum,Wien
13349,NULL,Strasoldo; Niklas (1535–1590),1535,1590,m,Cervignano del Friuli,
13350,NULL,Strasoldo; Peter (1545–    ),1545,,m,Cervignano del Friuli,
13351,NULL,Völs; Anselm (1530–1598); Hofkammerrat,1530,1598,m,,
13352,NULL,Völs; Andreas (1560–    ),1560,,m,,
13353,NULL,Völs; Anselm (1590–    ),1590,,m,,
13354,NULL,Völs; Christoph (1550–1617); Kämmerer,1550,1617,m,,
13355,NULL,Frangipane di Veglia; Ferdinand (1485–1525),1485,1525,m,Modrus,
13356,NULL,Frangipane di Veglia; Katharina (1525–1562),1525,1562,w,,
13357,NULL,Stadl; Johann (1550–1618),1550,1618,m,Riegersburg in der Steiermark,Riegersburg in der Steiermark
13358,NULL,Stadl; Karl (1585–    ); Vorschneider,1585,,m,Riegersburg in der Steiermark,
13359,NULL,Cesarini; Peter (1590–1647); Kämmerer,1590,1647,m,Civitanova Marche,Heraklion
13360,NULL,Negro; Jakob (1580–    ); Kämmerer,1580,,m,Genova,
13361,NULL,Malaspina; Alexander (1560–1638); Hofkriegsrat,1560,1638,m,Verona,Wien
13362,NULL,Malaspina; Manfred (1590–1642),1590,1642,m,,
13363,NULL,Malaspina; Barnabas (1619–1664),1619,1664,m,,Pisa
13364,NULL,Malaspina; Franz Wilhelm (1528–1590); Markgraf von Tresana,1528,1590,m,Tresana,
13365,NULL,Bentivoglio; Heinrich (1575–1639); Kämmerer,1575,1639,m,Ferrara,Rom
13366,NULL,Scotti; Lorenz (1565–1615); Mundschenk,1565,1615,m,Modena,Wien
13367,NULL,Savignoni; Friedrich (1580–    ); Kämmerer,1580,,m,,
13368,NULL,Ruberti; Julius (1600–    ); Kämmerer,1600,,m,Rom,
13369,S,Conti; Torquat (1591–1636); Kämmerer,1591,1636,m,Poli,Ferrara
13370,NULL,Frangipane di Veglia; Niklas (1362–1432); Ban von Kroatien,1362,1432,m,Zengg,Zengg:Franziskanerkirche
13371,NULL,Frangipane di Veglia; Stephan (1410–1481); Ban von Kroatien,1410,1481,m,Zengg,Modrus
13372,NULL,Frangipane di Veglia; Bernhard (1453–1529),1453,1529,m,Modrus,Osail
13373,S,Frangipane di Veglia; Christoph (1482–1527); Ban von Kroatien,1482,1527,m,Modrus,Warasdin an der Drau
13374,NULL,Frangipane di Veglia; Beatrix (1479–1510),1479,1510,w,Modrus,Julau:Franziskanerkirche
13375,NULL,Frangipane; Peter (1480–    ),1480,,m,Tarcento,
13376,S,Frangipane; Kornel (1508–1588),1508,1588,m,Tarcento,Tarcento
13377,NULL,Frangipane; Hortensius (1525–1569),1525,1569,m,Tarcento,
13378,NULL,Frangipane; Kornel (1553–1643); Kämmerer,1553,1643,m,Tarcento,Venedig
13379,NULL,Frangipane; Antigon (1560–    ); Kämmerer,1560,,m,Tarcento,
13380,S,Aldobrandini; Hippolyt (1536–1605); Papst Klement VIII.,1536,1605,m,Fano della Fortuna,Rom
13381,P,Aldobrandini; Silvester (1499–1558),1499,1558,m,Florenz,Rom
13382,NULL,Aldobrandini; Peter (1535–1587),1535,1587,m,Fano della Fortuna,Rom
13383,P,Aldobrandini; Peter (1571–1621); Erzbischof von Ravenna,1571,1621,m,Rom,Rom
13384,NULL,Aldobrandini; Olympia (1567–1637),1567,1637,w,Rom,Rom
13385,S,Aldobrandini; Johann Franz (1545–1601),1545,1601,m,Florenz,Warasdin an der Drau
13386,NULL,Aldobrandini; Karl (1593–1634); Kämmerer,1593,1634,m,Siena,Nördlingen im Ries
13387,NULL,Savelli; Karolina (1608–1692),1608,1692,w,Rom,Neapel
13388,NULL,Aldobrandini; Peter (1590–1630); Kämmerer,1590,1630,m,Siena,Ferrara
13389,NULL,Sbrojavacca; Rudolf (1600–1661); Kämmerer,1600,1661,m,Udine,Portogruaro
13390,P,Arborio di Gattinara; Merkurin (1465–1530),1465,1530,m,Gattinara,Innsbruck
13391,NULL,Arco; Johann Vinzenz (1575–1621); Kämmerer,1575,1621,m,,
13392,NULL,Arco; Johann Baptist (1588–1628); Kämmerer,1588,1628,m,,
13393,NULL,Arco; Maximilian (1617–1683),1617,1683,m,Arco in Tirol,
13394,NULL,Arco; Johann Philipp (1652–1704),1652,1704,m,Arco in Tirol,Bregenz
13395,NULL,Anguissola; Hotze (1540–    ); Hofdiener,1540,,m,Cremona,
13396,NULL,Ridolfi di Piazza; Alexander (1580–1627); Kämmerer,1580,1627,m,Florenz,Baselice
13397,NULL,Domnobono; Donat (1600–    ); Kämmerer,1600,,m,Neapel,
13398,NULL,Frangipane; Johann Baptist (1570–    ),1570,,m,Porpetto,
13399,S,Frangipane; Julius Anton (1606–1656); Hofkriegsrat,1606,1656,m,Porpetto,Neapel
13400,P,Habsburg; Elisabeth (1501–1526); Königin von Dänemark,1501,1526,w,Brüssel,Zwĳnaarde
13401,M,Helfenstein; Rudolf (1585–1627); Kämmerer,1585,1627,m,Wiesensteig,Wiesensteig
13402,NULL,Arco; Scipio (1521–1573); Oberstkämmerer,1521,1573,m,Arco in Tirol,
13403,NULL,Arco; Prosper (1522–1572),1522,1572,m,Arco in Tirol,Rom
13404,NULL,Arco; Pyrrhus (1520–1567); Mundschenk,1520,1567,m,Arco in Tirol,Wien
13405,NULL,Arco; Johann Baptist (1525–1586),1525,1586,m,Arco in Tirol,
13406,NULL,Arco; Prosper (1555–1607),1555,1607,m,,
13407,NULL,Capra; Ulrich (1600–1654),1600,1654,m,,
13408,NULL,Collalto; Hotze (1566–1630),1566,1630,m,San Salvatore di Collalto,
13409,NULL,Collalto; Viktoria (1599–1661),1599,1661,w,San Salvatore di Collalto,
13410,NULL,Lodron; Paris (1370–1439),1370,1439,m,Lodrone di Storo,
13411,P,Lodron; Georg (1400–1461),1400,1461,m,Lodrone di Storo,
13412,NULL,Lodron; Franz (1438–1506),1438,1506,m,,
13413,NULL,Lodron; Niklas (1475–1551),1475,1551,m,,
13414,NULL,Lodron; Peter (1405–1485),1405,1485,m,Lodrone di Storo,
13415,NULL,Lodron; Paris (1435–1498),1435,1498,m,,
13416,NULL,Lodron; Niklas (1475–1548),1475,1548,m,,
13417,NULL,Lodron; Paris (1490–1549),1490,1549,m,,
13418,NULL,Lodron; Hieronym (1545–1602),1545,1602,m,,
13419,NULL,Lodron; Paris (1453–1505),1453,1505,m,,
13420,NULL,Lodron; Ludwig (1484–1537),1484,1537,m,Lodrone di Storo,Esseg an der Drau
13421,NULL,Lodron; Kaspar (1520–1585); Stäbelmeister,1520,1585,m,,
13422,P,Lodron; Johann Baptist (1480–1555),1480,1555,m,,Casale Monferrato
13423,NULL,Lodron; Johann Baptist (1585–1631); Kämmerer,1585,1631,m,,Coswig an der Elbe
13424,NULL,Lodron; Franz (1530–1582),1530,1582,m,,
13425,NULL,Lodron; Hieronym (1559–1619),1559,1619,m,,
13426,NULL,Lodron; Paris (1605–1660); Kämmerer,1605,1660,m,,
13427,NULL,Lodron; Johann Baptist (1653–1695); Kämmerer,1653,1695,m,,
13428,NULL,Lodron; Maximilian (1576–1635); Kämmerer,1576,1635,m,,
13429,NULL,Lodron; Paris (1638–1702); Kämmerer,1638,1702,m,,
13430,NULL,Lodron; Ludwig (1580–    ); Kämmerer,1580,,m,,
13431,S,Lodron; Niklas (1627–1700); Kämmerer,1627,1700,m,Concesio,
13432,NULL,Lodron; Ludwig (1666–1718); Kämmerer,1666,1718,m,,
13433,NULL,Lodron; Felix (1630–1672); Kämmerer,1630,1672,m,,
13434,P,Lodron; Ludwig (1540–1604),1540,1604,m,,Trient
13435,NULL,Lodron; Julius (1475–1510),1475,1510,m,,
13436,NULL,Lodron; Hieronym (1620–1657),1620,1657,m,Concesio,
13437,NULL,Lodron; Karl (1610–1643); Kämmerer,1610,1643,m,,
13438,NULL,Lodron; Karl (1630–1666),1630,1666,m,,
13439,S,Ungnad von Weissenwolff; Johann (1493–1564); Landeshauptmann der Steiermark,1493,1564,m,Sonnegg im Jauntal,Winteritz in Böhmen
13440,NULL,Bonhomo; Ferdinand (1580–    ); Kämmerer,1580,,m,,
13441,NULL,Althan; Eustach (1530–1602),1530,1602,m,,
13442,NULL,Althan; Johann Baptist (1568–1629),1568,1629,m,,
13443,S,Althan; Johann Eustach (1600–1652); Kämmerer,1600,1652,m,,Wien
13444,NULL,Zwickel; Christoph (1530–1578); Oberstküchenmeister,1530,1578,m,,
13445,NULL,Zwickel; Maximilian (1595–    ); Kämmerer,1595,,m,,
13446,NULL,Lamberg; Joseph (1489–1554); Obersthofmeister,1489,1554,m,Ortenegg in der Windischen Mark,Laibach
13447,F,Lamberg; Katharina (1541–1599),1541,1599,w,Ottenstein im Waldviertel,Engen im Hegau
13448,NULL,Hohenems; Johann Ulrich (1440–1508),1440,1508,m,Hohenems,
13449,NULL,Hohenems; Johann (1480–1557),1480,1557,m,Hohenems,
13450,NULL,Montrichier; Wilhelm (1500–    ); Kämmerer,1500,,m,Rogersberg in der Waadt,
13451,NULL,Montrichier; Johann (1530–    ),1530,,m,Rogersberg in der Waadt,
13452,NULL,Montrichier; Jakob (1535–    ),1535,,m,Rogersberg in der Waadt,
13453,NULL,Montrichier; Johann (1560–    ),1560,,m,Rogersberg in der Waadt,
13454,NULL,Montrichier; Heinrich (1565–    ),1565,,m,Rogersberg in der Waadt,
13455,NULL,Montrichier; Heinrich (1593–1648),1593,1648,m,Nancy,Wien:Augustinerkirche
13456,NULL,Montrichier; Ferdinand (1641–1703); Kämmerer,1641,1703,m,Wien,
13457,NULL,Montrichier; Karl Joseph (1682–    ); Kämmerer,1682,,m,,
13458,NULL,Montrichier; Johann (1597–    ); Kämmerer,1597,,m,Nancy,
13459,NULL,Montrichier; Franziska Elisabeth (1625–1668),1625,1668,w,,
13460,NULL,Thuillières; Johann Klaudius (1540–    ); Kämmerer,1540,,m,Montjoie le Château,
13461,NULL,Redern; Friedrich (1515–1564),1515,1564,m,Ruppersdorf in Schlesien,Breslau
13462,NULL,Redern; Christoph (1550–1591),1550,1591,m,Breslau,
13463,NULL,Redern; Christoph (1591–1642); Kämmerer,1591,1642,m,Friedland in Böhmen,Hermsdorf an der Warthe
13464,NULL,Puchheim; Christoph (1470–1527),1470,1527,m,Krumbach in der Buckligen Welt,
13465,NULL,Puchheim; Longin (1510–1553),1510,1553,m,Krumbach in der Buckligen Welt,
13466,NULL,Puchheim; Anton (1550–    ),1550,,m,Krumbach in der Buckligen Welt,
13467,NULL,Puchheim; Erasam (1518–1571),1518,1571,m,Krumbach in der Buckligen Welt,
13468,NULL,Puchheim; Christoph (1545–    ); Kämmerer,1545,,m,Krumbach in der Buckligen Welt,
13469,NULL,Waldstein; Sidonius (1521–1579),1521,1579,m,,
13470,P,Gonzaga; Johann Franz (1395–1444); Markgraf von Mantua,1395,1444,m,Mantova,Mantova
13471,NULL,Gonzaga; Karl (1415–1456),1415,1456,m,Mantova,Ferrara
13472,M,Gonzaga; Zäzilia (1425–1451),1425,1451,w,Mantova,Mantova
13473,NULL,Gonzaga; Zäzilia (1455–1479),1455,1479,w,,Arco in Tirol
13474,NULL,Kokorzowa; Adam (1520–1584),1520,1584,m,,
13475,NULL,Kokorzowa; Karl (1552–1605),1552,1605,m,,
13476,NULL,Kokorzowa; Georg (1600–    ),1600,,m,,
13477,NULL,Kokorzowa; Ferdinand (1650–1708); Kämmerer,1650,1708,m,,
13478,NULL,Vernier de Rougemont; Matthias (1595–1658); Hofkriegsrat,1595,1658,m,,
13479,NULL,Rottal; Thomas (1420–1479),1420,1479,m,,Graz
13480,NULL,Rottal; Georg (1458–1525),1458,1525,m,Graz,Wien:Minoritenkirche
13481,NULL,Rottal; Thomas (1470–    ),1470,,m,Graz,
13482,NULL,Rottal; Wilhelm (1500–    ),1500,,m,Graz,
13483,NULL,Rottal; Johann (1530–    ),1530,,m,Graz,
13484,NULL,Rottal; Johann Jakob (1570–1622),1570,1622,m,Graz,
13485,NULL,Rottal; Johann Wilhelm (1560–    ),1560,,m,Graz,
13486,NULL,Rottal; Johann Georg (1590–    ),1590,,m,Graz,
13487,S,Schauenburg; Hannibal (1582–1634); Kämmerer,1582,1634,m,Herlisheim an der Lauch,Freiburg im Breisgau
