id,abb,info,geb,tod,sex,gebOrt,todOrt,alter
13780,F,Cortereal; Hieronym (1533–1588); Hofdiener,1533,1588,m,Angra do Heroísmo,Évora,55
14888,P,Correggio; Kamil (1533–1605),1533,1605,m,Correggio,Mailand,72
16145,P,Ligne; Philipp (1533–1583),1533,1583,m,,,50
10750,F,Schutzbar genannt Milchling; Heinrich Hermann (1534–1591); Reichshofrat,1534,1591,m,Treis an der Lumda,Nürnberg,57
10970,P,Habsburg; Eleonora (1534–1594); Herzogin von Mantua,1534,1594,w,Wien,Mantova,60
11909,M,Oldenburg; Friedrich (1534–1588); König von Dänemark,1534,1588,m,Hadersleben,Antvorskov,54
11997,P,Guarinoni; Bartlome (1534–1616); Hofarzt,1534,1616,m,Trient,,82
13488,F,Marschall von Pappenheim; Konrad (1534–1603); Trabantenhauptmann,1534,1603,m,Rothenstein im Allgäu,Tübingen,69
14430,M,Promnitz; Siegfried (1534–1597); Reichshofrat,1534,1597,m,Weichau in Schlesien,Sorau,63
16699,P,Schwarzburg; Wilhelm (1534–1598); Mundschenk,1534,1598,m,Sondershausen in Thüringen,Straußberg in Thüringen,64
17758,P,Neuhaus von Greifenfels; Georg Siegmund (1534–1600),1534,1600,m,,Gurnitz,66
11960,P,Neumann von Wasserleonburg; Anna (1535–1623),1535,1623,w,Villach in Kärnten,Murau:Kapuzinerkirche,88
12816,S,Schwarzenberg; Otto Heinrich (1535–1590); Obersthofmarschall,1535,1590,m,Landsberg im Steigerwald,München,55
12971,P,Lynden; Ruprecht (1535–1610),1535,1610,m,Lüttich,Theux,75
14100,P,Rosenberg; Wilhelm (1535–1592); Oberstburggraf von Prag,1535,1592,m,Sitzendorf an der Schmida,Prag,57
14566,S,Sfondrati; Niklas (1535–1591); Papst Gregor XIV.,1535,1591,m,Somma Lombardo,Rom,56
14942,S,Cardona; Margarita (1535–1609),1535,1609,w,Cardona,Madrid,74
14962,S,Eitzing; Michael (1535–1598); Kämmerer,1535,1598,m,Schrattenthal im Weinviertel,Bonn,63
15450,P,Boskowitz von Schwarzenberg; Albrecht (1535–1572),1535,1572,m,Schwarzenberg in Mähren,Schwarzenberg in Mähren,37
15619,P,Colonna; Mark Anton (1535–1584),1535,1584,m,Lanuvio,Medinaceli,49
15755,P,Székely von Kövend; Katharina (1535–1578),1535,1578,w,Friedau an der Drau,,43
19154,P,Notthafft; Kaspar (1535–1590),1535,1590,m,Aholming in der Isarau,,55
19638,F,Marschall von Pappenheim; Wolfgang (1535–1585),1535,1585,m,Rothenstein im Allgäu,Pappenheim an der Altmühl:Marienkirche,50
19975,P,Este; Wilhelm (1535–1592); Landesherr von Lüneburg,1535,1592,m,Celle an der Aller,Celle an der Aller,57
12575,S,Rumpf; Wolfgang (1536–1605); Oberstkämmerer,1536,1605,m,Wullross im Gurktal,Weitra im Waldviertel,69
12959,F,Thurzó von Bethlenfalva; Anna (1536–1607),1536,1607,w,,Eferding,71
13222,P,Zähringen; Williprecht (1536–1569); Markgraf von Baden,1536,1569,m,Baden in Baden,Moncontour im Poitou,33
13380,S,Aldobrandini; Hippolyt (1536–1605); Papst Klement VIII.,1536,1605,m,Fano della Fortuna,Rom,69
14187,P,Nassau; Johann (1536–1606),1536,1606,m,Dillenburg,Dillenburg,70
17844,P,Frangipane di Veglia; Franz (1536–1572); Ban von Kroatien,1536,1572,m,Sluin,Warasdin an der Drau,36
10418,S,Thurn; Johann Ambros (1537–1621); Landeshauptmann von Krain,1537,1621,m,Lack an der Zeyer,Bleiburg in Kärnten,84
10567,S,Verdugo; Franz (1537–1595),1537,1595,m,Talavera de la Reina,Clausen in Luxemburg,58
13192,S,Schrattenbach; Maximilian (1537–1611); Obersthofmeister,1537,1611,m,,Graz:Jesuitenkirche,74
13297,S,Formentini; Franz (1537–1595); Kämmerer,1537,1595,m,Görz,Gradisch an der Isnitz,58
17564,S,Colaus genannt Watzler; Sidonia (1537–1573),1537,1573,w,Starkenberg in Tirol,Augsburg,36
17764,P,Rosenberg; Eva (1537–1591),1537,1591,w,Krumau in Böhmen,Mantova,54
17961,S,Everaerts; Niklas (1537–1586),1537,1586,m,Speyer,Ingolstadt,49
19759,S,Fugger; Regina (1537–1584),1537,1584,w,,Letowitz in Mähren,47
10118,S,Khevenhüller; Johann (1538–1606); Kämmerer,1538,1606,m,Spittal an der Drau,Madrid,68
10445,S,Breunner; Siegfried (1538–1594); Statthalter von Niederösterreich,1538,1594,m,Wien,Wien:Schottenkirche,56
10954,P,Gonzaga; Wilhelm (1538–1587); Herzog von Mantua,1538,1587,m,Mantova,Goito,49
10960,P,Borromeo; Karl (1538–1584); Erzbischof von Mailand,1538,1584,m,Arona am Lago Maggiore,Mailand,46
11311,P,Strein von Schwarzenau; Richard (1538–1600); Hofkammerpräsident,1538,1600,m,Hartenstein in der Wachau,Freidegg,62
12284,S,Madrutsch; Fortunat (1538–1612),1538,1612,m,Trient,Fersen im Suganertal,74
12310,P,Manrique de Lara; Maria (1538–1608),1538,1608,w,,Raudnitz an der Elbe,70
13053,S,Ungnad von Weissenwolff; David (1538–1600); Hofkriegsratspräsident,1538,1600,m,Sonnegg im Jauntal,Kaschau,62
15870,S,Istvánffy; Niklas (1538–1615); Hofsekretär,1538,1615,m,Frauendorf in der Branau,Vinica in Kroatien,77
17866,P,Strein von Schwarzenau; Ulrich (1538–    ); Hofdiener,1538,,m,Hartenstein in der Wachau,,0
10562,S,Khevenhüller; Bartlome (1539–1613); Oberststallmeister,1539,1613,m,Spittal an der Drau,Spittal an der Drau,74
10946,P,Gonzaga; Ludwig (1539–1595); Herzog von Nevers,1539,1595,m,Mantova,Nesle am Lingon,56
11260,P,Rosenberg; Peter Wolfgang (1539–1611),1539,1611,m,Krumau in Böhmen,Wittingau,72
11495,P,Hohenzollern; Georg Friedrich (1539–1603); Landesherr von Ansbach,1539,1603,m,Ansbach,Ansbach,64
12405,P,Lamberg; Siegmund (1539–1619); Landeshauptmann von Oberösterreich,1539,1619,m,Ottenstein im Waldviertel,Kitzbühel,80
12517,S,Fugger; Susanna (1539–1588),1539,1588,w,,,49
14334,M,Palant; Florent (1539–1598),1539,1598,m,,Culemborg,59
14636,M,Rosdraszow; Johann (1539–1585); Obersthofmeister,1539,1585,m,Wien,Blatná,46
15339,P,Helfenstein; Schweikhard (1539–1599),1539,1599,m,Neufra an der Donau,Landsberg am Lech,60
15469,F,Sickingen; Franz (1539–1597),1539,1597,m,Ebernburg an der Nahe,Sickingen:Pfarrkirche,58
17042,S,Piastowicz; Heinrich (1539–1588); Herzog in Schlesien,1539,1588,m,Liegnitz,Krakau,49
10100,P,Habsburg; Karl (1540–1590); Landesherr von Innerösterreich,1540,1590,m,Wien,Graz,50
11905,S,Oldenburg; Johann (1540–1603),1540,1603,m,Oldenburg an der Hunte,Oldenburg an der Hunte,63
11996,S,Guarinoni; Christoph (1540–1610),1540,1610,m,Verona,,70
12050,P,Illésházy; Stephan (1540–1609); Palatin von Ungarn,1540,1609,m,Pressburg,Wien,69
12156,F,Thurzó von Bethlenfalva; Alexander (1540–1594); Vorschneider,1540,1594,m,,Leutschau in der Zips,54
13310,P,Nogarola; Ferdinand (1540–1590); Kämmerer,1540,1590,m,,Spaur auf dem Nonsberg,50
13434,P,Lodron; Ludwig (1540–1604),1540,1604,m,,Trient,64
14894,P,Gonzaga; Pyrrhus (1540–1592); Fürst von Bozzolo,1540,1592,m,San Martino dall’Argine,San Martino dall’Argine,52
17145,P,Drugeth von Homonna; Stephan (1540–    ); Hofdiener,1540,,m,Homenau,,0
17158,S,Schönberg; Kaspar (1540–1599),1540,1599,m,Schönau in Mittelsachsen,Paris,59
11848,S,Capliers; Kaspar (1541–1621),1541,1621,m,,Prag,80
13447,F,Lamberg; Katharina (1541–1599),1541,1599,w,Ottenstein im Waldviertel,Engen im Hegau,58
16944,P,Gonzaga; Alfons (1541–1592); Markgraf von Castel Goffredo,1541,1592,m,Castel Goffredo,Gambaredolo,51
10280,S,Trauttmansdorff; Johann Friedrich (1542–1614); Hofkriegsratspräsident,1542,1614,m,Totzenbach am Haspelwald,Trautmannsdorf in der Steiermark,72
10511,S,Fugger; Jakob (1542–1598),1542,1598,m,Babenhausen in Schwaben,Babenhausen in Schwaben,56
12378,F,Hornstein; Johann Christoph (1542–1606); Geheimer Rat,1542,1606,m,Grüningen in Schwaben,Prag,64
12390,P,Batthyány; Balthasar (1542–1590); Mundschenk,1542,1590,m,Schlaining,Rechnitz,48
13263,S,Stotzingen; Ruprecht (1542–1600); Statthalter von Niederösterreich,1542,1600,m,Altenberg in Nordschwaben,Wimpassing an der Leitha,58
13497,F,Rappach; Magdalena (1542–1562),1542,1562,w,,Wien:Minoritenkirche,20
16801,P,Gryfita; Johann Friedrich (1542–1600); Herzog in Pommern,1542,1600,m,Wolgast,Wolgast,58
17125,S,Kuenburg; Georg (1542–1587); Erzbischof von Salzburg,1542,1587,m,Moosham im Lungau,Salzburg,45
10216,F,Kuefstein; Johann Georg (1543–1603),1543,1603,m,Greillenstein,Maria Laach am Jauerling,60
10784,P,Forgách; Emmerich (1543–1599); Hofdiener,1543,1599,m,,,56
12516,S,Fugger; Maria (1543–1583),1543,1583,w,,,40
14066,S,Mansfeld; Karl (1543–1595); Oberbefehlshaber der Streitkräfte,1543,1595,m,Mechelen,Komorn an der Donau,52
15868,P,Vaudémont; Karl (1543–1608); Herzog von Lothringen,1543,1608,m,Nancy,Nancy,65
17343,S,Spaur; Christoph Andreas (1543–1613); Bischof von Brixen,1543,1613,m,Spaur auf dem Nonsberg,Brixen am Eisack,70
17535,S,Fugger; Elisabeth (1543–1601),1543,1601,w,Augsburg,,58
17962,S,Everaerts; Georg (1543–1585),1543,1585,m,Ingolstadt,Ingolstadt,42
10251,P,Gonzaga; Ferdinand (1544–1586); Fürst von Castiglione,1544,1586,m,Castel Goffredo,Castiglione delle Stiviere,42
12010,P,Rákóczi; Siegmund (1544–1608); Fürst von Siebenbürgen,1544,1608,m,Felsővadász,Felsővadász,64
15867,P,Vaudémont; Renata (1544–1602); Herzogin in Bayern,1544,1602,w,Nancy,München:Michaelskirche,58
16813,P,Gryfita; Bosel (1544–1606); Herzog in Pommern,1544,1606,m,Wolgast,Stettin,62
19529,P,Hohenzollern; Maria (1544–1611),1544,1611,w,Sigmaringen,Landsberg am Lech,67
10038,S,Stralendorff; Leopold (1545–1626); Reichsvizekanzler,1545,1626,m,Goldebee,Heiligenstadt im Eichsfeld,81
10529,S,Hohenzollern; Eitel Friedrich (1545–1605); Reichshofrat,1545,1605,m,Sigmaringen,Hechingen,60
10534,S,Eggenberg; Ruprecht (1545–1611),1545,1611,m,Ehrenhausen in der Steiermark,Graz,66
11588,M,Podiebrad; Karl (1545–1617); Oberlandeshauptmann von Schlesien,1545,1617,m,Oels,Oels,72
12500,P,Habsburg; Johann (1545–1578); Statthalter der Spanischen Niederlande,1545,1578,m,Regensburg,Namur,33
12911,P,Zrínyi; Dorothea (1545–1617),1545,1617,w,,,72
13385,S,Aldobrandini; Johann Franz (1545–1601),1545,1601,m,Florenz,Warasdin an der Drau,56
13640,P,Herberstein; Ruprecht (1545–1612); Oberststallmeister,1545,1612,m,,Sierndorf in der Stockerau,67
14064,F,Mansfeld; Bruno (1545–1615); Oberstkämmerer,1545,1615,m,,Eisleben,70
16909,P,Oldenburg; Johann (1545–1622),1545,1622,m,Hadersleben,Glücksburg,77
16945,P,Gonzaga; Hotze (1545–1587); Markgraf von Solferino,1545,1587,m,Castel Goffredo,Mantova,42
11473,P,Hohenzollern; Joachim Friedrich (1546–1608); Markgraf von Brandenburg,1546,1608,m,Kölln an der Spree,Grünau an der Dahme,62
11980,F,Brahe; Tyge (1546–1601),1546,1601,m,Knudstrup,Prag,55
13695,P,Losenstein; Johann Wilhelm (1546–1601); Obersthofmarschall,1546,1601,m,Schallaburg,Loosdorf,55
14020,S,Freymon von Randeck; Johann Wolfgang (1546–1610); Reichsvizekanzler,1546,1610,m,Ingolstadt,Randeck an der Altmühl,64
16074,F,Marschall von Pappenheim; Christoph Ulrich (1546–1599); Truchsess,1546,1599,m,Wespenstein,Gräfenthal in Thüringen:Marienkirche,53
17124,P,Kuenburg; Elisabeth (1546–1602),1546,1602,w,,Gurnitz,56
10336,F,Waldstein; Wilhelm (1547–1595),1547,1595,m,,Hermanitz an der Elbe,48
10822,S,Hohenzollern; Karl (1547–1606); Reichshofrat,1547,1606,m,Sigmaringen,Sigmaringen,59
12670,P,Askanien; Franz (1547–1619),1547,1619,m,Ratzeburg,Lauenburg an der Elbe:Stadtkirche,72
12791,S,Lynden; Hermann (1547–1603); Mundschenk,1547,1603,m,Lüttich,Reckheim,56
12931,P,Zay; Lassel (1547–1590),1547,1590,m,,,43
13193,S,Schrattenbach; Balthasar (1547–1618); Oberstkämmerer,1547,1618,m,,Graz,71
14156,F,Herberstorff; Karl (1547–1606),1547,1606,m,Herberstorf am Waasen,Tišina,59
14478,P,Radziwill; Christoph (1547–1603),1547,1603,m,Vilnius,Łosośna,56
16790,P,Illésházy; Sophia (1547–1599),1547,1599,w,Pressburg,Gallandau,52
17685,P,Zimmern; Apollonia (1547–1604),1547,1604,w,Wildenstein im Donautal,,57
18365,P,Truchsess von Waldburg; Gebhard (1547–1601); Erzbischof von Köln,1547,1601,m,Heiligenberg im Linzgau,Straßburg im Elsass:Liebfrauenmünster,54
18820,P,Wittelsbach; Philipp Ludwig (1547–1614); Pfalzgraf bei Rhein,1547,1614,m,Zweibrücken,Neuburg an der Donau,67
19192,P,Prüschenk von Hardegg; Julius (1547–1593),1547,1593,m,,Stetteldorf am Wagram,46
19446,S,Dernbach; Balthasar (1547–1606); Abt von Fulda,1547,1606,m,Wiesenfeld am Burgwald,Fulda:Dom,59
10150,M,Trautson; Paul Sixt (1548–1621); Obersthofmarschall,1548,1621,m,Stein am Gallian,Wien:Michaelerkirche,73
11146,P,Schurff; Karl (1548–1626); Kämmerer,1548,1626,m,Schönweer in Tirol,Kufstein,78
12298,P,Wittelsbach; Wilhelm (1548–1626); Herzog in Bayern,1548,1626,m,Landshut in Niederbayern,Schleißheim,78
14124,S,Kuenburg; Johann Jakob (1548–1607); Obersthofmarschall,1548,1607,m,Moosham im Lungau,,59
17330,P,Waldstein; Ignaz (1548–1596); Landeshauptmann von Mähren,1548,1596,m,Pirnitz,,48
10299,S,Lobkowicz; Christoph (1549–1609); Kämmerer,1549,1609,m,,Prag,60
10564,S,Khevenhüller; Moritz (1549–1596); Kämmerer,1549,1596,m,Landskron in Kärnten,Sankt Johann im Pongau,47
10673,S,Herberstein; Siegmund Friedrich (1549–1620); Landeshauptmann der Steiermark,1549,1620,m,,Graz,71
12910,S,Zrínyi; Georg (1549–1603); Mundschenk,1549,1603,m,,Wettendorf in der Günsebene,54
13333,P,Medici; Ferdinand (1549–1609); Großherzog der Toskana,1549,1609,m,Florenz,Florenz,60
14085,S,Zimmern; Wilhelm (1549–1594),1549,1594,m,Meßkirch an der Ablach,Padua,45
14374,P,Rosenberg; Adam (1549–1596); Oberstburggraf von Prag,1549,1596,m,Neuhaus in Böhmen,Prag,47
14476,S,Radziwill; Niklas Christoph (1549–1616),1549,1616,m,Ćmielów,Neswisch,67
17575,S,Croy; Karl Philipp (1549–1613),1549,1613,m,Brüssel,Finstingen,64
19104,S,Prüschenk von Hardegg; Ferdinand (1549–1595); Hofkriegsrat,1549,1595,m,,Wien,46
10837,P,Gonzaga; Ferdinand (1550–1605); Fürst von Bozzolo,1550,1605,m,San Martino dall’Argine,San Martino dall’Argine,55
11005,F,Draskovich; Johann (1550–1613); Ban von Kroatien,1550,1613,m,Bilina in Dalmatien,Pressburg,63
12072,S,Basta; Georg (1550–1607); Hofkriegsrat,1550,1607,m,Roccaforzata,Wien:Minoritenkirche,57
12340,F,Echter von Mespelbrunn; Valentin (1550–1624); Reichshofrat,1550,1624,m,Mespelbrunn im Spessart,Öttershausen,74
12351,S,Wittelsbach; Ferdinand (1550–1608),1550,1608,m,Landshut in Niederbayern,München,58
13701,M,Piastowicz; Joachim Friedrich (1550–1602); Herzog in Schlesien,1550,1602,m,Brieg,Brieg,52
14024,S,Püchler von Weitenegg; Magdalena (1550–1588),1550,1588,w,,Wimpassing an der Leitha,38
14291,S,Berg; Eleonora (1550–1608),1550,1608,w,Kleve am Niederrhein,Königsberg in Preußen,58
14365,S,Ligne; Karl (1550–1616); Graf von Arenberg,1550,1616,m,Vollenhove,Edingen im Hennegau,66
14981,M,Schröttel von Schrottenstein; Georg (1550–1627),1550,1627,m,,Kagran im Marchfeld,77
16709,P,Wasa; Karl (1550–1611); König von Schweden,1550,1611,m,Stockholm,Nyköping,61
17012,S,Sponheim; Anton (1550–1573); Reichshofrat,1550,1573,m,Augsburg,Kelheim an der Donau,23
17729,S,Wacker von Wackenfels; Johann Matthias (1550–1619); Reichshofrat,1550,1619,m,Konstanz im Hegau,Wien,69
17918,F,Wildenfels; Friedrich (1550–1602),1550,1602,m,Wildenfels im Erzgebirge,Prag,52
19718,P,Lösch; Anna Jakobina (1550–1580),1550,1580,w,Hilgertshausen,Aholming in der Isarau,30
12350,S,Metternich; Lothar (1551–1623); Erzbischof von Trier,1551,1623,m,Vettelhoven,Koblenz am Rhein,72
12498,P,Wittelsbach; Maria (1551–1608),1551,1608,w,München,Graz,57
12513,S,Fugger; Severin (1551–1601),1551,1601,m,,Schwabmünchen,50
12809,S,Schwarzenberg; Adolf (1551–1600),1551,1600,m,Gimborn,Pápa,49
13568,P,Gonzaga; Karl (1551–1614); Fürst von Vescovado,1551,1614,m,Vescovado,Siena,63
14790,F,Schönburg auf Wesel; Simon Rudolf (1551–1608),1551,1608,m,Schönburg am Rhein,Mont Quintin,57
18364,P,Mansfeld; Agnes (1551–1615),1551,1615,w,Heldrungen,Sulzbach im Lautertal,64
19155,P,Berka von der Duba; Sbigneus (1551–1606); Erzbischof von Prag,1551,1606,m,,Prag:Veitsdom,55
10035,S,Pálffy; Niklas (1552–1600); Geheimer Rat,1552,1600,m,Csábrág,Bibersburg,48
10075,P,Khlesl; Melchior (1552–1630); Bischof von Wien,1552,1630,m,Wien,Neustadt im Steinfeld,78
10080,P,Habsburg; Rudolf II. (1552–1612); Kaiser des Heiligen Römischen Reiches,1552,1612,m,Wien,Prag,60
13811,P,Gonzaga; Julius (1552–1609); Fürst von Bozzolo,1552,1609,m,San Martino dall’Argine,Bozzolo,57
14292,S,Berg; Anna (1552–1632),1552,1632,w,Kleve am Niederrhein,Höchstädt an der Donau,80
17080,S,Paravicino; Oktavius (1552–1611); Bischof von Alessandria,1552,1611,m,Rom,Rom,59
17515,S,Fugger; Anton (1552–1616),1552,1616,m,München,Gmünd im Remstal,64
19008,P,Aachen; Johann (1552–1615),1552,1615,m,Köln am Rhein,Prag,63
19625,S,Herberstein; Magdalena (1552–1618),1552,1618,w,,,66
12851,S,Hohenzollern; Albrecht Friedrich (1553–1618); Herzog in Preußen,1553,1618,m,Königsberg in Preußen,Fischhausen im Samland,65
13636,S,Wolski; Niklas (1553–1630); Mundschenk,1553,1630,m,Podhajce,Przemyśl,77
13900,P,Habsburg; Ernst (1553–1595); Statthalter der Spanischen Niederlande,1553,1595,m,Wien,Brüssel,42
13991,P,Álvarez de Toledo; Eleonora (1553–1576),1553,1576,w,Florenz,Cafaggiolo del Mugello,23
14293,S,Berg; Magdalena (1553–1633),1553,1633,w,Kleve am Niederrhein,Meisenheim,80
10621,S,Wesselényi; Franz (1554–1594),1554,1594,m,Vegles,Krakau:Franziskanerkirche,40
12698,P,Balassa; Valentin (1554–1594),1554,1594,m,Sohl an der Gran,Gran an der Donau,40
13331,P,Medici; Peter (1554–1604),1554,1604,m,Florenz,Madrid,50
15805,S,Oettingen; Gottfried (1554–1622),1554,1622,m,Bietigheim,Oettingen im Ries,68
16950,S,Mengersdorf; Ernst (1554–1591); Bischof von Bamberg,1554,1591,m,Bamberg,Bamberg:Dom,37
11538,S,Herberstein; Johann Siegmund (1555–1611); Hofkriegsrat,1555,1611,m,Neuberg am Ringkogel,,56
12632,P,Nádasdy; Franz (1555–1604); Oberststallmeister,1555,1604,m,Rotenturm an der Raab,Rotenturm an der Raab,49
13018,S,Redern; Melchior (1555–1600); Hofkriegsratspräsident,1555,1600,m,Breslau,Brod an der Sasau,45
13131,S,Berg; Karl Friedrich (1555–1575),1555,1575,m,Kleve am Niederrhein,Rom,20
13604,S,Walther von Walthersweil; Bernhard (1555–1624); Oberstkämmerer,1555,1624,m,Wien,Judenburg im Murtal,69
14484,P,Ossoliński; Johann Sbigneus (1555–1623),1555,1623,m,,,68
19836,P,Hallwyl; Johann Georg (1555–1604); Bischof von Konstanz,1555,1604,m,Bernhausen auf den Fildern,Meersburg am Bodensee,49
12879,P,Montfort; Katharina (1556–1631),1556,1631,w,Tettnang,,75
15786,P,Auersperg; Andreas (1556–1593); Hofkriegsrat,1556,1593,m,Seisenberg in der Krain,Karlstadt in Kroatien,37
10090,P,Habsburg; Matthias I. (1557–1619); Kaiser des Heiligen Römischen Reiches,1557,1619,m,Wien,Wien:Kapuzinergruft,62
10680,S,Montfort; Johann (1557–1619); Landeshauptmann der Steiermark,1557,1619,m,Tettnang,,62
10777,S,Taxis; Lamoral (1557–1624); Kämmerer,1557,1624,m,,Brüssel:Sandkirche,67
10972,S,Sternberg; Adam (1557–1623); Oberstburggraf von Prag,1557,1623,m,Beneschau,Točník,66
12194,S,Bocskai; Stephan (1557–1606); Fürst von Siebenbürgen,1557,1606,m,Klausenburg,Kaschau,49
13736,F,Schwendi von Hohenlandsberg; Wilhelm (1557–1609),1557,1609,m,,Kientzheim im Elsass,52
14290,P,Berg; Sibylla (1557–1627); Markgräfin von Burgau,1557,1627,w,Kleve am Niederrhein,Günzburg an der Donau,70
15367,P,Württemberg; Friedrich (1557–1608),1557,1608,m,Horburg im Elsass,Stuttgart,51
17269,P,Sapieha; Leonhard (1557–1633),1557,1633,m,Ostrowno,Vilnius,76
17703,F,Smirzicz; Margarita (1557–1593),1557,1593,w,,Hermanitz an der Elbe,36
17812,P,Bünau; Gundaker (1557–1619),1557,1619,m,,Lauenstein im Müglitztal,62
19038,P,Schönaich; Georg (1557–1619),1557,1619,m,Tzschecheln in der Niederlausitz,Carolath in Schlesien,62
19140,M,Leiningen; Ludwig (1557–1622),1557,1622,m,Westerburg,Rixingen,65
10241,S,Erdődy; Thomas (1558–1624); Ban von Kroatien,1558,1624,m,Eberau im Burgenland,Krapina,66
10900,P,Habsburg; Maximilian (1558–1618); Hochmeister des Deutschen Ordens,1558,1618,m,Neustadt im Steinfeld,Wien,60
12090,S,Pătrașcu; Michael (1558–1601); Fürst der Walachei,1558,1601,m,Wollmarkt in der Walachei,Thorenburg,43
13673,P,Teufel von Guntersdorf; Georg Christoph (1558–1608),1558,1608,m,,Winzendorf am Steinfeld:Pfarrkirche,50
14300,P,Habsburg; Andreas (1558–1600); Bischof von Brixen,1558,1600,m,Bresnitz,Rom,42
16140,S,Croy; Karl (1558–1612); Hofdiener,1558,1612,m,Beaumont im Hennegau,Beaumont im Hennegau,54
10070,S,Tserclaes von Tilly; Johann (1559–1632); Hofkriegsrat,1559,1632,m,Tilly in Brabant,Ingolstadt,73
10273,P,Forgách; Siegmund (1559–1621); Palatin von Ungarn,1559,1621,m,Hertnecht,Tyrnau,62
14002,P,Raitenau; Wolfgang Theoderich (1559–1617); Erzbischof von Salzburg,1559,1617,m,Lochau am Bodensee,Salzburg,58
14308,S,Stubenberg; Rudolf (1559–1620); Kämmerer,1559,1620,m,,Jičín,61
14600,P,Habsburg; Albrecht (1559–1621); Statthalter der Spanischen Niederlande,1559,1621,m,Neustadt im Steinfeld,Brüssel,62
10016,S,Marradas; Balthasar (1560–1638); Statthalter von Böhmen,1560,1638,m,Valencia,Prag,78
10824,S,Sulz; Karl Ludwig (1560–1616); Hofkriegsratspräsident,1560,1616,m,Tiengen im Klettgau,Trino im Piemont,56
11080,S,Löbl von Greinburg; Johann Bernhard (1560–1609); Oberstkämmerer,1560,1609,m,Greinburg,,49
12040,S,Craiovescu; Rudolf Servas (1560–1620); Fürst der Walachei,1560,1620,m,,Wien,60
12289,S,Stadl; Gottfried (1560–1627); Hofkriegsrat,1560,1627,m,Riegersburg in der Steiermark,Graz:Jesuitenkirche,67
12640,P,Báthory; Elisabeth (1560–1614),1560,1614,w,Nyírbátor,Schächtitz,54
12828,S,Fugger; Georg (1560–1634); Kämmerer,1560,1634,m,,Riva del Garda,74
13212,S,Stubenberg; Georg (1560–1630); Kämmerer,1560,1630,m,Kapfenberg,Regensburg,70
13650,S,Geizkofler von Reifenegg; Zacharias (1560–1617); Reichspfennigmeister,1560,1617,m,Brixen am Eisack,Prag,57
14500,S,Habsburg; Karl (1560–1618); Markgraf von Burgau,1560,1618,m,Pürglitz,Überlingen am Bodensee,58
16959,S,Haslang; Alexander (1560–1620),1560,1620,m,,Rakonitz,60
17276,S,Chodkiewicz; Johann Karl (1560–1621),1560,1621,m,Vilnius,Chotyn,61
17634,P,Tschernembl; Regina (1560–    ),1560,,w,Schwertberg im Mühlviertel,,0
19121,S,Fünfkirchen; Johann Bernhard (1560–1626); Hofkammerrat,1560,1626,m,Wien,Zbiroh,66
19177,F,Pethő von Gerse; Johann (1560–1616),1560,1616,m,,Ivanec,56
10126,S,Unterholzer von Kranichberg; Johann Baptist (1561–1632); Hofkammerrat,1561,1632,m,,Kranichberg am Wechsel,71
10134,S,Götz; Leonhard (1561–1640); Bischof von Lavant,1561,1640,m,Feldkirch in Vorarlberg,Graz,79
12280,S,Schätzl; Urban (1561–1638); Kämmerer,1561,1638,m,Thyrnau vor dem Wald,Passau,77
14189,P,Nassau; Johann (1561–1623),1561,1623,m,Dillenburg,Siegen:Fürstengruft,62
19239,P,Hohenzollern; Erdmut (1561–1623); Herzogin in Pommern,1561,1623,w,,,62
19750,S,Lamberg; Johann Jakob (1561–1630); Bischof von Gurk,1561,1630,m,Ottenstein im Waldviertel,Straßburg in Kärnten,69
31022,P,Butzlin; Johann Jakob (1561–1617),1561,1617,m,,Kreuzlingen im Thurgau,56
10955,P,Gonzaga; Vinzenz (1562–1612); Herzog von Mantua,1562,1612,m,Mantova,Mantova,50
11884,S,Mattioli; Ferdinand (1562–1625); Hofarzt,1562,1625,m,Prag,Augsburg,63
11964,F,Hohenlohe; Georg Friedrich (1562–1600),1562,1600,m,Waldenburg im Hohenloher Land,Waldenburg im Hohenloher Land,38
12286,P,Madrutsch; Karl Gaudenz (1562–1629); Bischof von Trient,1562,1629,m,Issogne im Aostatal,Rom,67
12881,S,Dietrichstein; Maximilian (1562–1611); Oberststallmeister,1562,1611,m,,Nikolsburg in Mähren,49
13227,S,Zähringen; Jakob (1562–1590); Landesherr von Hachberg,1562,1590,m,Pforzheim,Emmendingen,28
13237,S,Savoyen; Karl Emanuel (1562–1630); Herzog von Savoyen,1562,1630,m,Rivoli,Savigliano,68
14294,S,Berg; Johann Wilhelm (1562–1609); Bischof von Münster,1562,1609,m,Kleve am Niederrhein,Düsseldorf,47
14545,S,Burghaus; Niklas (1562–1619),1562,1619,m,,Breslau,57
16044,M,Leiningen; Emmerich (1562–1607),1562,1607,m,Hardenburg,Darmstadt,45
19715,P,Schlick; Anna (1562–    ),1562,,w,Neudek an der Rohlau,,0
10870,P,Gonzaga; Ferdinand (1563–1630); Herzog von Guastalla,1563,1630,m,,Guastalla,67
11347,F,Zedlitz; Lassel (1563–1628),1563,1628,m,,Grüßau an der Zieder,65
12833,S,Fugger; Anton (1563–1616),1563,1616,m,,Augsburg,53
13020,S,Leuchtenberg; Georg Ludwig (1563–1613); Obersthofmeister,1563,1613,m,Pfreimd,Wien,50
13124,S,Mollard; Johann Baptist (1563–1619); Hofkriegsratspräsident,1563,1619,m,,Wien,56
